rank,sim,volume,section_id,section_title,stanza_no,text,source_url,label,notes
96,0.955,6,T279,041. காட்சிக் களிப்பு,7,மருந்தானை மணியானை வழுத்தா நின்ற / மந்திரங்க ளானானை வான நாட்டு / விருந்தானை உறவானை நண்பி னானை / மேலானைக் கீழானை மேல்கீழ் என்னப் / பொருந்தானை என்னுயிரில் பொருந்தி னானைப் / பொன்னானைப் பொருளானைப் பொதுவாய் எங்கும் / இருந்தானை இருப்பானை இருக்கின் றானை / எம்மானைக் கண்டுகளித் திருக்கின் றேனே.,https://www.thiruarutpa.org/thirumurai/v/T279/tm/kaatsik_kalippu,,
97,0.955,5,T20,022. ஆற்றா விரக்கம்,5,நாட்டும் தணிகை நண்ணேனோ நாதன் புகழை எண்ணேனோ / கூட்டும் தொழும்பு பண்ணேனோ குறையா அருள்நீர் உண்ணேனோ / சூட்டும் மயக்கை மண்ணேனோ தொழும்பர் இடத்தை அண்ணேனோ / காட்டும் அவர்தாள் கண்ணேனோ கழியா வாழ்க்கைப் புண்ணேனே.,https://www.thiruarutpa.org/thirumurai/v/T20/tm/aarraa_virakkam,,
98,0.955,2,T83,039. பற்றின் திறம் பகர்தல்,1,வாணரை விடையூர் வரதனை ஒற்றி வாணனை மலிகடல் விடமாம் / ஊணனை அடியேம் உளத்தனை எல்லாம் உடையனை உள்கிநின் றேத்தா / வீணரை மடமை விழலரை மரட்ட வேடரை மூடரை நெஞ்சக் / கோணரைமுருட்டுக் குறும்பரைக் கண்டால் கூசுவ கூசுவ விழியே.,https://www.thiruarutpa.org/thirumurai/v/T83/tm/parrin_thiram_pakarthal,,
99,0.955,1,T160,005. மகாதேவ மாலை,28,மாணேயத் தவருளத்தே மலர்ந்த செந்தா / மரைமலரின் வயங்குகின்ற மணியே ஞானப் / பூணேமெய்ப் பொருளேஅற் புதமே மோனப் / புத்தமுதே ஆனந்தம் பொலிந்த பொற்பே / ஆணேபெண் உருவமே அலியே ஒன்றும் / அல்லாத பேரொளியே அனைத்துந் தாங்குந் / தூணேசிற் சுகமேஅச் சுகமேல் பொங்குஞ் / சொரூபானந் தக்கடலே சோதித் தேவே.,https://www.thiruarutpa.org/thirumurai/v/T160/tm/makaatheeva_maalai,,
100,0.955,6,T372,080. திருவடிப் பெருமை,18,ஒருமைபெறு தோற்றம்ஒன்று தத்துவம்பல் வேறு / ஒன்றின்இயல் ஒன்றிடத்தே உற்றிலஇங் கிவற்றை / இருமையினும் மும்மைமுதல் எழுமையினும் கூட்டி / இலங்கியசிற் சத்திநடு இரண்டொன்றென் னாத / பெருமைபெற்று விளங்கஅதின் நடுஅருள்நின் றிலங்கப் / பெரியஅருள் நடுநின்று துரியநடம் புரியும் / அருமைஎவர் கண்டுகொள்வர் அவர்பெருமை அவரே / அறியாரே என்னடிநீ அறைந்தவண்ணம் தோழி.,https://www.thiruarutpa.org/thirumurai/v/T372/tm/thiruvatip_perumai,,
101,0.955,1,T150,008. இங்கித மாலை,141,கருணைக் கடலே யென்னிரண்டு கண்ணே முக்கட் கரும்பேசெவ் / வருணப் பொருப்பே வளரொற்றி வள்ளன் மணியே மகிழ்ந்தணையத் / தருணப் பருவ மிஃதென்றேன் றவிரன் றெனக்காட் டியதுன்ற / னிருணச் சளக மென்கின்றா ரிதுதான் சேடி யென்னேடீ.,https://www.thiruarutpa.org/thirumurai/v/T150/tm/ingkitha_maalai,,
102,0.955,1,T156,001. திருவடிப் புகழ்ச்சி,28,எங்கேமெய் யன்பருள ரங்கே நலந்தர வெழுந்தருளும் வண்மைப்பதம் / எவ்வண்ணம் வேண்டுகினு மவ்வண்ண மன்றே யிரங்கியீந் தருளும்பதம் / என்போன்ற வர்க்குமிகு பொன்போன்ற கருணைதந் திதயத் திருக்கும்பதம் / என்னுயிரை யன்னபத மென்னுயிர்க் குயிரா யிலங்குசெம் பதுமப்பதம்,https://www.thiruarutpa.org/thirumurai/v/T156/tm/thiruvatip_pukazssi,,
103,0.955,6,T262,013. திருவருள் விழைதல்,19,என்உள வரைமேல் அருள்ஒளி ஓங்கிற் / றிருள்இர வொழிந்தது முழுதும் / மன்உறும் இதய மலர்மலர்ந் ததுநன் / மங்கல முழங்குகின் றனசீர்ப் / பொன்இயல் விளக்கம் பொலிந்தது சித்திப் / பூவையர் புணர்ந்திடப் போந்தார் / சொன்னநல் தருணம் அருட்பெருஞ் சோதி / துலங்கவந் தருளுக விரைந்தே.,https://www.thiruarutpa.org/thirumurai/v/T262/tm/thiruvarul_vizaithal,,
104,0.955,5,T7,009. ஜீவசாட்சி மாலை,13,மண்ணினால் மங்கையரால் பொருளால் அந்தோ / வருந்திமனம் மயங்கிமிக வாடி நின்றேன் / புண்ணியா நின்அருளை இன்னும் காணேன் / பொறுத்துமுடி யேன்துயரம் புகல்வ தென்னே / எண்ணினால் அளப்பரிய பெரிய மோன / இன்பமே அன்பர்தம திதயத் தோங்கும் / தண்ணினால் பொழில்தணிகை மணியே ஜீவ / சாட்சியாய் நிறைந்தருளும் சகச வாழ்வே.,https://www.thiruarutpa.org/thirumurai/v/T7/tm/jiivasaatsi_maalai,,
105,0.955,5,T4,006. எண்ணப் பத்து,3,களித்து நின்திருக் கழலிணை ஏழையேன் காண்பனோ அலதன்பை / ஒளித்து வன்துயர் உழப்பனோ இன்னதென் றுணர்ந்திலேன் அருட்போதம் / தெளித்து நின்றிடும் தேசிக வடிவமே தேவர்கள் பணிதேவே / தளிர்த்த தண்பொழில் தணிகையில் வளர்சிவ தாருவே மயிலோனே.,https://www.thiruarutpa.org/thirumurai/v/T4/tm/ennap_paththu,,
106,0.955,4,T225,002. அருட்பிரகாச மாலை,66,காணுகின்ற கண்களுக்குக் காட்டுகின்ற ஒளியாய்க் / காட்டுகின்ற ஒளிதனக்குக் காட்டுவிக்கும் ஒளியாய் / பூணுகின்ற திருவடிகள் வருந்தநடந் தடியேன் / பொருந்துமிடத் தடைந்துகத வந்திறக்கப் புரிந்து / கோணுகின்ற மனத்தாலே நாணுவதேன் மகனே / குறைவறவாழ் கெனமகிழ்ந்து கொடுத்தனைஒன் றெனக்கு / மாணுகின்ற நின்னருளின் பெருமையைஎன் என்பேன் / மணிமன்றில் ஆனந்த மாநடஞ்செய் அரசே.,https://www.thiruarutpa.org/thirumurai/v/T225/tm/arutpirakaasa_maalai,,
107,0.955,5,T14,016. ஆறெழுத் துண்மை,3,வாரா இருந்த அடியவர்தம் மனத்தில் ஒளிரும் மாமணியே / ஆரா அமுதே தணிகைமலை அரசே உன்றன் ஆறெழுத்தை / ஓரா மனத்தின் உச்சரித்திங் குயர்ந்த திருவெண்ணீறிட்டால் / ஏரார் செல்வப் பெருக்கிகவா இடும்பை ஒன்றும் இகந்திடுமே.,https://www.thiruarutpa.org/thirumurai/v/T14/tm/aarezuth_thunmai,,
108,0.955,5,T19,021. திருவடி சூட விழைதல்,3,மின்னுண் மருங்குல் பேதையர்தம் வெளிற்று மயக்குள் மேவாமே / உன்னும் பரம யோகியர்தம் உடனே மருவி உனைப்புகழ்வான் / பின்னும் சடைஎம் பெருமாற்கோர் பேறே தணிகைப் பிறங்கலின்மேல் / மன்னும் சுடரே நின்திருத்தாள் அடியேன் முடிமேல் வைப்பாயே.,https://www.thiruarutpa.org/thirumurai/v/T19/tm/thiruvati_suuta_vizaithal,,
109,0.955,5,T12,014. பொறுக்காப் பத்து,3,மருள்இலா தவர்கள் வழுத்தும்நின் அடியை / மனமுற நினைந்தகத் தன்பாம் / பொருள்இலா தவர்பால் ஏழையேன் புகுதல் / பொறுக்கிலன் பொறுக்கிலன் கண்டாய் / அருள்எலாம் திரண்ட ஆனந்த உருவே / அன்பர்பால் இருந்திட அருளாய் / தரளவான் மழைபெய் திடும்திருப் பொழில்சூழ் / தணிகைவாழ் சரவண பவனே.,https://www.thiruarutpa.org/thirumurai/v/T12/tm/porukkaap_paththu,,
110,0.955,1,T160,005. மகாதேவ மாலை,41,சொல்லொழியப் பொருளொழியக் கரண மெல்லாம் / சோர்ந்தொழிய உணர்வொழியத் துளங்கா நின்ற / அல்லொழியப் பகலொழிய நடுவே நின்ற / ஆனந்த அநுபவமே அதீத வாழ்வே / நெல்லொழியப் பதர்கொள்வார் போல இன்ப / நிறைவொழியக் குறைகொண்மத நெறியோர் நெஞ்சக் / கல்லொழிய மெய்யடியர் இதய மெல்லாங் / கலந்துகலந் தினிக்கின்ற கருணைத் தேவே.,https://www.thiruarutpa.org/thirumurai/v/T160/tm/makaatheeva_maalai,,
111,0.955,6,T297,005. சிவபதி விளக்கம்,2,ஒளிவளர் உயிரே உயிர்வளர் ஒளியே ஒளியுயிர் வளர்தரும் உணர்வே / வெளிவளர் நிறைவே நிறைவளர் வெளியே வெளிநிறை வளர்தரு விளைவே / வளிவளர் அசைவே அசைவளர் வளியே வளியசை வளர்தரு செயலே / அளிவளர் அனலே அனல்வளர் அளியே அளியனல் வளர்சிவ பதியே.,https://www.thiruarutpa.org/thirumurai/v/T297/tm/sivapathi_vilakkam,,
112,0.955,6,T292,037. அருள்விளக்க மாலை,23,சாதிகுலம் சமயமெலாம் தவிர்த்தெனைமேல் ஏற்றித் / தனித்ததிரு அமுதளித்த தனித்தலைமைப் பொருளே / ஆதிநடுக் கடைகாட்டா தண்டபகி ரண்டம் / ஆருயிர்கள் அகம்புறம்மற் றனைத்தும்நிறை ஒளியே / ஓதிஉணர்ந் தவர்எல்லாம் எனைக்கேட்க எனைத்தான் / ஓதாமல் உணர்ந்துணர்வாம் உருவுறச்செய் உறவே / சோதிமய மாய்விளங்கித் தனிப்பொதுவில் நடிக்கும் / தூயநடத் தரசேஎன் சொல்லும்அணிந் தருளே.,https://www.thiruarutpa.org/thirumurai/v/T292/tm/arulvilakka_maalai,,
113,0.955,4,T225,002. அருட்பிரகாச மாலை,89,பூதவெளி கரணவெளி பகுதிவெளி மாயா / போகவெளி மாமாயா யோகவெளி புகலும் / வேதவெளி அபரவிந்து வெளிஅபர நாத / வெளிஏக வெளிபரம வெளிஞான வெளிமா / நாதவெளி சுத்தவெறு வெளிவெட்ட வெளியா / நலில்கின்ற வெளிகளலாம் நடிக்கும்அடி வருந்த / ஏதஎளி யேன்பொருட்டா நடந்தென்பால் அடைந்தே / என்கையின்ஒன் றளித்தனைநின் இரக்கம்எவர்க் குளதே.,https://www.thiruarutpa.org/thirumurai/v/T225/tm/arutpirakaasa_maalai,,
114,0.955,6,T246,017. அத்துவித ஆனந்த அனுபவ இடையீடு,2,கரணமெலாம் கரைந்ததனிக் கரைகாண்ப துளதோ / கரைகண்ட பொழுதெனையுங் கண்டுதெளி வேனோ / அரணமெலாம் கடந்ததிரு வருள்வெளிநேர் படுமோ / அவ்வெளிக்குள் ஆனந்த அனுபவந்தான் உறுமோ / மரணமெலாம் தவிர்ந்துசிவ மயமாகி நிறைதல் / வாய்த்திடுமோ மூலமல வாதனையும் போமோ / சரணமெலாம் தரமன்றில் திருநடஞ்செய் பெருமான் / தனதுதிரு வுளம்எதுவோ சற்றுமறிந் திலனே.,https://www.thiruarutpa.org/thirumurai/v/T246/tm/aththuvitha_aanantha_anupava_itaiyiitu,,
115,0.955,6,T257,097. நடராஜபதி மாலை,2,என்இயல் உடம்பிலே என்பிலே அன்பிலே / இதயத்தி லேதயவிலே / என்உயிரி லேஎன்றன் உயிரினுக் குயிரிலே / என்இயற் குணம்அதனிலே / இன்இயல்என் வாக்கிலே என்னுடைய நாக்கிலே / என்செவிப் புலன்இசையிலே / என்இருகண் மணியிலே என்கண்மணி ஒளியிலே / என்அனு பவந்தன்னிலே / தன்இயல்என் அறிவிலே அறிவினுக் கறிவிலே / தானே கலந்துமுழுதும் / தன்மயம தாக்கியே தித்தித்து மேன்மேல் / ததும்பிநிறை கின்றஅமுதே / துன்னிய பெருங்கருணை வெள்ளமே அழியாத / சுகமே சுகாதீதமே / சுத்தசிவ சன்மார்க்க நிதியே அருட்பெருஞ் / சோதிநட ராஜபதியே.,https://www.thiruarutpa.org/thirumurai/v/T257/tm/n-ataraajapathi_maalai,,
116,0.955,1,T127,007. வடிவுடை மாணிக்க மாலை,57,தரும்பேர் அருளொற்றி யூருடை யான்இடஞ் சார்ந்தபசுங் / கரும்பே இனியகற் கண்டே மதுரக் கனிநறவே / இரும்பேய் மனத்தினர் பால்இசை யாத இளங்கிளியே / வரும்பேர் ஒளிச்செஞ் சுடரே வடிவுடை மாணிக்கமே.,https://www.thiruarutpa.org/thirumurai/v/T127/tm/vativutai_maanikka_maalai,,
117,0.955,6,T286,049. இறைவனை ஏத்தும் இன்பம்,10,இரவிலா தியம்பும் பகலிலா திருந்த / இயற்கையுள் இயற்கையே என்கோ / வரவிலா வுரைக்கும் போக்கிலா நிலையில் / வயங்கிய வான்பொருள் என்கோ / திரையிலா தெல்லாம் வல்லசித் தெனக்கே / செய்ததோர் சித்தனே என்கோ / கரவிலா தெனக்குப் பேரருட் சோதி / களித்தளித் தருளிய நினையே.,https://www.thiruarutpa.org/thirumurai/v/T286/tm/iraivanai_eeththum_inpam,,
118,0.955,1,T160,005. மகாதேவ மாலை,9,நின்மயமாய் என்மயமாய் ஒன்றுங் காட்டா / நிராமயமாய் நிருவிகற்ப நிலையாய் மேலாம் / தன்மயமாய்த் தற்பரமாய் விமல மாகித் / தடத்தமாய்ச் சொரூபமாய்ச் சகச மாகிச் / சின்மயமாய்ச் சிற்பரமாய் அசல மாகிச் / சிற்சொலித மாய்அகண்ட சிவமாய் எங்கும் / மன்மயமாய் வாசகா தீத மாகி / மனாதீத மாய்அமர்ந்த மவுனத் தேவே.,https://www.thiruarutpa.org/thirumurai/v/T160/tm/makaatheeva_maalai,,
119,0.955,6,T292,037. அருள்விளக்க மாலை,1,அருள்விளக்கே அருட்சுடரே அருட்சோதிச் சிவமே / அருளமுதே அருள்நிறைவே அருள்வடிவப் பொருளே / இருள்கடிந்தென் உளமுழுதும் இடங்கொண்ட பதியே / என்அறிவே என்உயிரே எனக்கினிய உறவே / மருள்கடிந்த மாமணியே மாற்றறியாப் பொன்னே / மன்றில்நடம் புரிகின்ற மணவாளா எனக்கே / தெருள்அளித்த திருவாளா ஞானஉரு வாளா / தெய்வநடத் தரசேநான் செய்மொழிஏற் றருளே.,https://www.thiruarutpa.org/thirumurai/v/T292/tm/arulvilakka_maalai,,
120,0.955,2,T75,004. நமச்சிவாய ஸங்கீர்த்தன லகிரி,5,உண்ணி றைந்தெனை ஒளித்திடும் ஒளியை / உண்ண உண்ணமேல் உவட்டுறா நறவைக் / கண்ணி றைந்ததோர் காட்சியை யாவும் / கடந்த மேலவர் கலந்திடும் உறவை / எண்ணி றைந்தமால் அயன்முதல் தேவர் / யாரும் காண்கிலா இன்பத்தின் நிறைவை / நண்ணி ஒற்றியூர் அமர்ந்தருள் சிவத்தை / நமச்சி வாயத்தை நான்மற வேனே.,https://www.thiruarutpa.org/thirumurai/v/T75/tm/n-amassivaaya_sangkiirththana_lakiri,,
121,0.955,2,T184,079. போற்றித் திருப்பதிகம்,8,துணைமுலை மடந்தை எம்பெரு மாட்டி / துணைவநின் துணையடி போற்றி / புணைஎன இடரின் கடலினின் றேற்றும் / புனிதநின் பொன்னடி போற்றி / இணையில்பே ரின்ப அமுதருள் கருணை / இறைவநின் இணையடி போற்றி / கணைஎனக் கண்ணன் தனைக்கொளும் ஒருமுக் / கண்ணநின் கழலடி போற்றி.,https://www.thiruarutpa.org/thirumurai/v/T184/tm/poorrith_thiruppathikam,,
122,0.955,6,T341,063. திருப்பள்ளி எழுச்சி,9,மருளொடு மாயைபோய்த் தொலைந்தது மதங்கள் / வாய்மூடிக் கொண்டன மலர்ந்தது கமலம் / அருள்ஒளி விளங்கிய தொருதிருச் சபையும் / அலங்கரிக் கின்றனர் துலங்கிவீற் றிருக்கத் / தெருளொடு பொருளும்மேன் மேல்எனக் களித்துச் / சித்தெலாஞ் செய்திடத் திருவருள் புரிந்தே / இருள்அறுத் தெனையாண்ட அருட்பெருஞ் சோதி / என்வள்ள லேபள்ளி எழுந்தருள் வாயே.,https://www.thiruarutpa.org/thirumurai/v/T341/tm/thiruppalli_ezussi,,
123,0.955,5,T4,006. எண்ணப் பத்து,8,உளங்கொள் வஞ்சக நெஞ்சர்தம் இடம்இடர் உழந்தகம் உலைவுற்றேன் / வளங்கொள் நின்பத மலர்களை நாள்தொறும் வாழ்த்திலேன் என்செய்கேன் / குளங்கொள் கண்ணனும் கண்ணனும் பிரமனும் குறிக்கரும் பெருவாழ்வே / தளங்கொள் பொய்கைசூழ் தணிகைஅம் பதியில்வாழ் தனிப்பெரும் புகழ்த்தேவே.,https://www.thiruarutpa.org/thirumurai/v/T4/tm/ennap_paththu,,
124,0.955,1,T150,008. இங்கித மாலை,102,விண்ணார் பொழில்சூ ழொற்றியுளீர் விளங்குந் தாம மிகுவாசத் / தண்ணார் மலர்வே தனையொழிக்கத் தருதல் வேண்டு மெனக்கென்றேன் / பண்ணார் மொழியா யுபகாரம் பண்ணாப் பகைவ ரேனுமிதை / யெண்ணா ரெண்ணா ரென்கின்றா ரிதுதான் சேடி யென்னேடீ.,https://www.thiruarutpa.org/thirumurai/v/T150/tm/ingkitha_maalai,,
125,0.955,1,T150,008. இங்கித மாலை,91,கனிமா னிதழி முலைச்சுவடு களித்தீ ரொற்றிக் காதலர்நீர் / தனிமா னேந்தி யாமென்றேன் றடங்கண் மடந்தாய் நின்முகமும் / பனிமா னேந்தி யாமென்றார் பரைமான் மருவி னீரென்றே / னினிமான் மருவி யென்கின்றா ரிதுதான் சேடி யென்னேடீ.,https://www.thiruarutpa.org/thirumurai/v/T150/tm/ingkitha_maalai,,
126,0.955,6,T282,039. திருவடிப் புகழ்ச்சி,3,உள்ளபடி உள்ளதுவாய் உலகமெலாம் புகினும் / ஒருசிறிதும் தடையிலதாய் ஒளியதுவே மயமாய் / வெள்ளவெளி நடுவுளதாய் இயற்கையிலே விளங்கும் / வேதமுடி இலக்கியமா மேடையிலே அமர்ந்த / வள்ளன்மலர் அடிசிவப்ப வந்தெனது கருத்தின் / வண்ணமெலாம் உவந்தளித்து வயங்கியபே ரின்பம் / கொள்ளைகொளக் கொடுத்ததுதான் போதாதோ அரசே / கொடும்புலையேன் குடிசையிலும் குலவிநுழைந் தனையே.,https://www.thiruarutpa.org/thirumurai/v/T282/tm/thiruvatip_pukazssi,,
127,0.955,6,T258,098. சற்குருமணி மாலை,19,நன்மார்க்கத் தவர்உளம் நண்ணிய வரமே / நடுவெளி நடுநின்று நடஞ்செயும் பரமே / துன்மார்க்க வாதிகள் பெறற்கரு நிலையே / சுத்தசி வானந்தப் புத்தமு துவப்பே / என்மார்க்கம் எனக்களித் தெனையுமேல் ஏற்றி / இறவாத பெருநலம் ஈந்தமெய்ப் பொருளே / சன்மார்க்க சங்கத்தார் தழுவிய பதியே / தனிநட ராஜஎன் சற்குரு மணியே.,https://www.thiruarutpa.org/thirumurai/v/T258/tm/sarkurumani_maalai,,
128,0.955,6,T322,045. அச்சோப் பத்து,1,கருத்தனைஎன் கண்மணியைக் கண்ணுதலைப் / பெருங்கருணைக் கடலை வேதத் / திருத்தனைஎன் சிவபதியைத் தீங்கனியைத் / தெள்ளமுதத் தெளிவை வானில் / ஒருத்தனைஎன் உயிர்த்துணையை உயிர்க்குயிரை / உயிர்க்குணர்வை உணர்த்த னாதி / அருத்தனைச்சிற் றம்பலத்தென் அருட்பெருஞ்சோ / தியைப்பெற்றேன் அச்சோ அச்சோ.,https://www.thiruarutpa.org/thirumurai/v/T322/tm/assoop_paththu,,
129,0.955,4,T224,001. அன்பு மாலை,1,அற்புதப்பொன் அம்பலத்தே ஆகின்ற அரசே / ஆரமுதே அடியேன்றன் அன்பேஎன் அறிவே / கற்புதவு பெருங்கருணைக் கடலேஎன் கண்ணே / கண்ணுதலே ஆனந்தக் களிப்பேமெய்க் கதியே / வெற்புதவு பசுங்கொடியை மருவுபெருந் தருவே / வேதஆ கமமுடியின் விளங்கும்ஒளி விளக்கே / பொற்புறவே இவ்வுலகில் பொருந்துசித்தன் ஆனேன் / பொருத்தமும் நின்திருவருளின் பொருத்தமது தானே.,https://www.thiruarutpa.org/thirumurai/v/T224/tm/anpu_maalai,,
130,0.955,6,T352,143. பசியாத அமுதே,9,தருவளர் நிழலே நிழல்வளர் சுகமே / தடம்வளர் புனலே புனல்வளர் நலனே / திருவளர் உருவே உருவளர் உயிரே / திருநட மணியே திருநட மணியே.,https://www.thiruarutpa.org/thirumurai/v/T352/tm/pasiyaatha_amuthee,,
131,0.955,1,T161,006. திருவருண் முறையீடு,188,களங்கனி போல்மணி கண்டாநின் பொற்கழல் காணற்கென்சிற் / றுளங்கனி யாதுநின் சீர்கேட் கினும்அன் புறஉருகா / வளங்கனி காமஞ் சிறவாமல் சிற்றில் வகுத்துழலும் / இளங்கனி போல்நின்ற தென்செய்கு வேன்எம் இறையவனே.,https://www.thiruarutpa.org/thirumurai/v/T161/tm/thiruvarun_muraiyiitu,,
132,0.955,6,T258,098. சற்குருமணி மாலை,2,கற்கரை யும்படி கரைவிக்குங் கருத்தே / கண்மணி யேமணி கலந்தகண் ஒளியே / சொற்கரை யின்றிய ஒளியினுள் ஒளியே / துரியமுங் கடந்திட்ட பெரியசெம் பொருளே / சிற்கரை திரையறு திருவருட் கடலே / தெள்ளமு தேகனி யேசெழும் பாகே / சர்க்கரை யேஅது சார்ந்தசெந் தேனே / தனிநட ராஜஎன் சற்குரு மணியே.,https://www.thiruarutpa.org/thirumurai/v/T258/tm/sarkurumani_maalai,,
133,0.955,1,T161,006. திருவருண் முறையீடு,6,விண்ணுடை யாய்வெள்ளி வெற்புடை யாய்மதி மேவுசடைக் / கண்ணுடை யாய்நெற்றிக் கண்ணுடை யாய்அருட் கண்ணுடையாய் / பண்ணுடை யாய்திசைப் பட்டுடை யாய்இடப் பாலில்அருட் / பெண்ணுடை யாய்வந்திப் பிட்டுடை யாய்என் பெருஞ்செல்வமே.,https://www.thiruarutpa.org/thirumurai/v/T161/tm/thiruvarun_muraiyiitu,,
134,0.955,4,T232,009. ஆளுடைய பிள்ளையார் அருண்மாலை,4,தனிப்பர நாத வெளியின்மேல் நினது தன்மயந் ஆக்கிப் / பனிப்பிலா தென்றும் உள்ளதாய் விளங்கிப் பரம்பரத் துட்புற மாகி / இனிப்புற ஒன்றும் இயம்புறா இயல்பாய் இருந்தே அருளனு பவம்என் / றெனக்கருள் புரிந்தாய் ஞானசம் பந்தன் என்னும்என் சற்குரு மணியே.,https://www.thiruarutpa.org/thirumurai/v/T232/tm/aalutaiya_pillaiyaar_arunmaalai,,
135,0.955,1,T160,005. மகாதேவ மாலை,23,பொற்குன்றே அகம்புறமும் பொலிந்து நின்ற / பூரணமே ஆரணத்துட் பொருளே என்றும் / கற்கின்றோர்க் கினியசுவைக் கரும்பே தான / கற்பகமே கற்பகத்தீங் கனியே வாய்மைச் / சொற்குன்றா நாவகத்துள் மாறா இன்பம் / தோற்றுகின்ற திருவருட்சீர்ச் சோதி யேவிண் / நிற்கின்ற சுடரேஅச் சுடருள் ஓங்கும் / நீளொளியே அவ்வொளிக்குள் நிறைந்த தேவே.,https://www.thiruarutpa.org/thirumurai/v/T160/tm/makaatheeva_maalai,,
136,0.955,1,T160,005. மகாதேவ மாலை,30,ஞாலமே ஞாலமெலாம் விளங்க வைத்த / நாயகமே கற்பமுதல் நவிலா நின்ற / காலமே காலமெலாம் கடந்த ஞானக் / கதியேமெய்க் கதியளிக்குங் கடவு ளேசிற் / கோலமே குணமேஉட் குறியே கோலங் / குணங்குறிகள் கடந்துநின்ற குருவே அன்பர் / சீலமே மாலறியா மனத்திற் கண்ட / செம்பொருளே உம்பர்பதஞ் செழிக்கும் தேவே.,https://www.thiruarutpa.org/thirumurai/v/T160/tm/makaatheeva_maalai,,
137,0.955,2,T54,073. பிரார்த்தனைப் பதிகம்,4,அருளார் அமுதப் பெருங்கட லேதில்லை அம்பலத்தில் / பொருளார் நடம்புரி புண்ணிய னேநினைப் போற்றுகிலேன் / இருளார் மனத்தின் இடர்உழந் தேன்இனி யாதுசெய்கேன் / மருளார் மலக்குடில் மாய்ந்திடில் உன்அருள் வாய்ப்பதற்கே.,https://www.thiruarutpa.org/thirumurai/v/T54/tm/piraarththanaip_pathikam,,
138,0.955,1,T161,006. திருவருண் முறையீடு,8,கீளுடை யாய்பிறைக் கீற்றுடை யாய்எங் கிளைத்தலைமேல் / தாளுடை யாய்செஞ் சடையுடை யாய்என் தனையுடையாய் / வாளுடை யாய்மலை மானுடை யாய்கலை மானுடையாய் / ஆளுடை யாய்மன்றுள் ஆட்டுடை யாய்என்னை ஆண்டருளே.,https://www.thiruarutpa.org/thirumurai/v/T161/tm/thiruvarun_muraiyiitu,,
139,0.955,2,T187,033. எதிர்கொள் பத்து,5,அன்பர்கள் வேண்டும்அ வைஅளிப் பானை / அம்பலத் தேநடம் ஆடுகின் றானை / வன்பர்கள் நெஞ்சில்ம ருவல்இல் லானை / வானவர் கோனைஎம் வாழ்முத லானைத் / துன்பம் தவிர்த்துச்சு கங்கொடுப் பானைச் / சோதியைச் சோதியுள் சோதியை நாளும் / என்பணி கொண்டெனை ஏன்றுகொண் டானை / இன்றைஇ ரவில்எ திர்ந்துகொள் வேனே.,https://www.thiruarutpa.org/thirumurai/v/T187/tm/ethirkol_paththu,,
140,0.955,6,T349,138. தங்குறுவம்பு,6,ஓதஅடங் காதுமடங் காதுதொடங் காது / ஓகைஒடுங் காதுதடுங் காதுநடுங் காது / சூதமலங் காதுவிலங் காதுகலங் காது / ஜோதிபரஞ் ஜோதிசுயஞ் ஜோதிபெருஞ் ஜோதி.,https://www.thiruarutpa.org/thirumurai/v/T349/tm/thangkuruvampu,,
141,0.955,6,T274,052. பொதுநடம்,14,அடியனேன் பொருட்டிவ் வவனிமேல் கருணை / அருள்வடி வெடுத்தெழுந் தருளி / நெடியனே முதலோர் பெறற்கரும் சித்தி / நிலைஎலாம் அளித்தமா நிதியே / மடிவுறா தென்றும் சுத்தசன் மார்க்கம் / வயங்கநல் வரந்தந்த வாழ்வே / பொடிஅணி கனகப் பொருப்பொளிர் நெருப்பே / பொதுநடம் புரிகின்ற பொருளே.,https://www.thiruarutpa.org/thirumurai/v/T274/tm/pothun-atam,,
142,0.955,4,T225,002. அருட்பிரகாச மாலை,12,ஞாலநிலை அடிவருந்த நடந்தருளி அடியேன் / நண்ணும்இடந் தனிற்கதவம் நன்றுதிறப் பித்துக் / காலநிலை கருதிமனங் கலங்குகின்ற மகனே / கலங்காதே என்றெனது கையில்ஒன்று கொடுத்துச் / சிலநிலை உறவாழ்க எனத்திருவாய் மலர்ந்த / சிவபெருமான் நின்பெருமைத் திருவருள்என் னென்பேன் / ஆலநிலை மணிகண்டத் தரும்பெருஞ்சீர் ஒளியே / அம்பலத்தில் திருநடஞ்செய் தாட்டுகின்ற அரசே.,https://www.thiruarutpa.org/thirumurai/v/T225/tm/arutpirakaasa_maalai,,
143,0.955,1,T150,008. இங்கித மாலை,32,வளஞ்சே ரொற்றி மாணிக்க வண்ண ராகு மிவர்தமைநான் / குளஞ்சேர்ந் திருந்த துமக்கொருகண் கோலச் சடையீ ரழகிதென்றேன் / களஞ்சேர் குளத்தி னெழின்முலைக்கண் காண வோரைந் துனக்கழகீ / திளஞ்சேல் விழியா யென்கின்றா ரிதுதான் சேடி யென்னேடீ.,https://www.thiruarutpa.org/thirumurai/v/T150/tm/ingkitha_maalai,,
